School,EMIS CODE,Province,DIST_EN,DIST_PCODE,Address,Local Level,Latitude,Longitude,Date,Program,Partner,OLPC Laptops,RPI Computers,Offline Server,Network Cable (mtr),Wireless Router,Switch,Power strip,Desks/ benches,Flex,Pen drive,SD Card Reader,Inverter,Solar panel,Battery,Teachers Trained
Saraswoti Basic School,,,BAJHANG,NP0767,Binada,Kedarseu Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,23,0.0,1,20,2,1,9,8,2,1,0.0,4,2,,
Janachetana Basic School,,,BAJHANG,NP0767,Deura,Kedarseu Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,40,0.0,1,20,2,1,15,14,2,1,0.0,6,4,,
Navaratna Basic School,,,BAJHANG,NP0767,Parakatne, Kuch,Thalara Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,32,0.0,1,20,2,1,12,11,2,1,0.0,6,4,,
Bhawani Basic School,,,BAJHANG,NP0767,Luyata,JayaPrithivi Municipality,,,2019,DL 2019 Far West ,UN WFP,27,0.0,1,20,2,1,10,9,2,1,0.0,4,1,1,
Janajagriti Basic School,,,BAJHANG,NP0767,Bhandar,JayaPrithivi Municipality,,,2019,DL 2019 Far West ,UN WFP,10,0.0,1,10,1,1,5,4,2,1,0.0,,1,1,
Durgadevi Basic School,,,BAJHANG,NP0767,Kotdewal,Masta Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,19,0.0,1,10,1,1,8,7,2,1,0.0,4,2,,
Balbikas Basic School,,,BAJHANG,NP0767,Khetkot,Masta Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,19,0.0,1,10,1,1,8,7,2,1,0.0,4,2,,
Nawayug Basic School,,,BAJHANG,NP0767,Shankarkhola,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,27,0.0,1,15,2,1,10,9,2,1,0.0,,6,12,
Latinath Basic School,,,BAJHANG,NP0767,Lungada,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,22,0.0,1,15,2,1,9,8,2,1,0.0,,4,12,
Dandabag Basic School,,,BAJHANG,NP0767,Patharkot,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,27,0.0,1,15,2,1,10,9,2,1,0.0,,4,12,
Janajagriti Basic School,,,BAJHANG,NP0767,Bhaudar,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,18,0.0,1,15,1,1,7,6,2,1,0.0,,4,12,
Dhaulapur Basic School,,,BAJHANG,NP0767,Rujkot,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,29,0.0,1,15,2,1,11,10,2,1,0.0,,6,12,
Kalika Bhairab Basic School,,,BAJHANG,NP0767,Regam,Thalara Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,26,0.0,1,15,2,1,10,9,2,1,0.0,1,,1,
Janata Basic School,,,BAJHANG,NP0767,Tedimandu,Thalara Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,22,0.0,1,15,2,1,9,8,2,1,0.0,1,,1,
Kalika Basic School,,,BAJHANG,NP0767,Agra,Masta Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,25,0.0,1,15,2,1,10,9,2,1,0.0,1,,1,
Yuwabarsha Basic School,,,BAJHANG,NP0767,Bhulgaun,Masta Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,11,0.0,1,15,1,1,5,4,2,1,0.0,,4,12,
Adarsha Basic School,,,BAJHANG,NP0767,Basti,JayaPrithivi Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,15,1,1,5,4,2,1,0.0,1,,1,
Amrit Basic School,,,BAJHANG,NP0767,Kotigaun,Kedarseu Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,14,0.0,1,15,1,1,6,5,2,1,0.0,,4,12,
Janajariti Basic School,,,BAJHANG,NP0767,Chaudalli,Kedarseu Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,16,0.0,1,15,1,1,7,6,2,1,0.0,,,,
Bhubaneshowri Basic School,,,BAJHANG,NP0767,Sudada,Kedarseu Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,26,0.0,1,15,2,1,10,9,2,1,0.0,,6,12,
Mahadev Basic School,,,BAJHANG,NP0767,Raikushi,Bithadchir Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,38,0.0,1,15,2,1,14,13,2,1,0.0,,,,
Sarada Basic School,,,BAJHANG,NP0767,Khiratadi,Bungal Municipality,,,2019,DL 2019 Far West ,UN WFP,20,0.0,1,15,1,1,8,7,2,1,0.0,,4,12,
Bhagawati Basic School,,,BAJHANG,NP0767,Lugada,Talkot Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,15,1,1,5,4,2,1,0.0,1,,1,
Khapardev Basic School,,,BAJHANG,NP0767,Ragada,Talkot Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,14,0.0,1,15,1,1,6,5,2,1,0.0,1,,1,
Kalika Basic School,,,BAJHANG,NP0767,Melbisauna,Talkot Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,17,0.0,1,15,1,1,7,6,2,1,0.0,1,,1,
Bathpala Basic School,,,BAJHANG,NP0767,Bhaktapur,Talkot Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,15,1,1,5,4,2,1,0.0,1,,1,
Bhawani Basic School,,,BAJHANG,NP0767,Melata,Talkot Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,10,0.0,1,15,1,1,5,4,2,1,0.0,1,,1,
Janachetana Basic School,,,BAITADI,NP0774,Gangapur,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,28,0.0,1,15,2,0,12,10,2,1,0.0,1,12,4,
Singapur Basic School,,,BAITADI,NP0774,Sungada,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,22,0.0,1,15,1,0,10,8,2,1,0.0,1,10,4,
Chaturbhuj Basic School,,,BAITADI,NP0774,Dankhola,Patan Municipality,,,2019,DL 2019 Far West ,UN WFP,9,0.0,1,15,1,0,5,3,2,1,0.0,1,8,2,
Bhuwaneshwor Basic School,,,BAITADI,NP0774,Ladauli,Patan Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,15,1,0,6,4,2,1,0.0,1,8,2,
Gopanchal Basic School,,,BAITADI,NP0774,Jhusil,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,15,1,0,6,4,2,1,0.0,1,8,2,
Netra Jyoti Basic School,,,BAITADI,NP0774,Sitapur,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,18,0.0,1,15,1,0,8,6,2,1,0.0,1,10,4,
Chandanpur Basic School,,,BAITADI,NP0774,Gajari,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,21,0.0,1,15,1,0,9,7,2,1,0.0,1,10,4,
Laxmipur Basic School,,,BAITADI,NP0774,Puchkora,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,21,0.0,1,15,1,0,9,7,2,1,0.0,1,10,4,
Saraswati Basic School,,,BAITADI,NP0774,Pokhari,Melauli Municipality,,,2019,DL 2019 Far West ,UN WFP,27,0.0,1,15,2,0,11,9,2,1,0.0,1,12,4,
Nagarchan Basic School,,,BAITADI,NP0774,Bajuwagada,Pancheshwar Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,20,0.0,1,15,1,0,9,7,2,1,0.0,1,10,4,
Latinath Basic School,,,BAITADI,NP0774,Salleligaun,Purchaudi Municipality,,,2019,DL 2019 Far West ,UN WFP,23,0.0,1,15,1,0,10,8,2,1,0.0,1,10,4,
Nanigad Basic School,,,BAITADI,NP0774,Nanigad,Dasharathchanda Municipality,,,2019,DL 2019 Far West ,UN WFP,36,0.0,1,15,2,0,14,12,2,1,0.0,1,0,2,
Chamalpur Basic School,,,BAITADI,NP0774,Balara,Pancheshwar Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,14,0.0,1,15,1,0,7,5,2,1,0.0,1,8,2,
Ganai Raj Basic School,,,BAITADI,NP0774,Chauk,Dogadakedar Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,11,0.0,1,15,1,0,6,4,2,1,0.0,1,8,2,
Beureshwor Basic School,,,BAITADI,NP0774,Rapana,Purchaudi Municipality,,,2019,DL 2019 Far West ,UN WFP,38,0.0,1,15,2,0,15,13,2,1,0.0,1,12,4,
Sautimandu Basic School,,,DOTI,NP0770,Sukati,Bogtan Foodsil Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,21,0.0,1,5,1,,8,7,2,1,0.0,1,Local level,2,
Gurudev Basic School,,,DOTI,NP0770,Damauli,Bogtan Foodsil Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,24,0.0,1,5,1,,9,8,2,1,0.0,1,Local level,4,
Nawaduraga Basic School,,,DOTI,NP0770,Dauda,Bogtan Foodsil Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,19,0.0,1,5,1,,8,7,2,1,0.0,1,Local level,2,
Betaleshowar Basic School,,,DOTI,NP0770,Jajala,Bogtan Foodsil Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,17,0.0,1,5,1,,7,6,2,1,0.0,1,Local level,2,
Mahunyaal Basic School,,,DOTI,NP0770,Dumari,Bogtan Foodsil Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,19,0.0,1,5,1,,8,7,2,1,0.0,1,Local level,2,
Sitaram Bs,,,DOTI,NP0770,Dalla,K I Singh Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,19,0.0,1,5,1,,8,7,2,1,0.0,1,National grid,2,
Gangardev Basic School,,,DOTI,NP0770,Basarkot,K I Singh Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,35,0.0,1,10,2,,13,12,2,1,0.0,1,Yes,6,
Krishananagar Basic School,,,DOTI,NP0770,Barpata,Shikhar Municipality,,,2019,DL 2019 Far West ,UN WFP,15,0.0,1,5,1,,6,5,2,1,0.0,1,National grid,2,
Akhandajyoti Basic School,,,DOTI,NP0770,Amdora,Shikhar Municipality,,,2019,DL 2019 Far West ,UN WFP,14,0.0,1,5,1,,6,5,2,1,0.0,1,National grid,2,
Saddikashaya Basic School,,,DOTI,NP0770,Kimada,Shikhar Municipality,,,2019,DL 2019 Far West ,UN WFP,12,0.0,1,5,1,,5,4,2,1,0.0,1,Yes,2,
Kalika Basic School,,,DOTI,NP0770,khatiwoda,Dipayal,Silgadhi NP,,,2019,DL 2019 Far West ,UN WFP,15,0.0,1,5,1,,6,8,2,1,0.0,1,National grid,2,
Kaladunga Basic School,,,DOTI,NP0770,Daud,Sayal Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,33,0.0,1,10,2,,12,11,2,1,0.0,1,Local level,4,
Bhawani Aquire Basic School,,,DOTI,NP0770,Toleni,Sayal Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,24,0.0,1,5,1,,9,8,2,1,0.0,1,Local level,4,
Deiukhola Basic School,,,DOTI,NP0770,Khatiwoda,Sayal Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,20,0.0,1,5,1,,8,10,2,1,0.0,1,National grid,2,
Bhairab Basic School,,,DOTI,NP0770,Vadisen,Adharsha Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,31,0.0,1,10,2,,12,11,2,1,0.0,1,Yes,6,
Durga Basic School,,,DOTI,NP0770,Banjh-Kakani, Bel,Adharsha Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Mahadev Basic School,,,DOTI,NP0770,Dukrala,Adharsha Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Saraswoti Basic School,,,DOTI,NP0770,Banjh-Kakani, Chasi,Adharsha Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Janata Basic School,,,,DADELDHURA,NP0773,Koral,Ganyapdhura Gaunpalika,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Janjyoti Secondary School,,,DADELDHURA,NP0773,Hamtad,Alital Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Samaijee Basic School,,,DADELDHURA,NP0773,Haat,Ajaymeru Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Saraswati Basic School,,,DADELDHURA,NP0773,Kapadi Gaon, Kailpalmandu,Ganayapdhura Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Selaling Basic School,,,DADELDHURA,NP0773,Budum, Alital,Alital Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,
Kalika Basic School,,,JAJARKOT,NP0660,Nalgad-2, Gari,Nalagad Municipality,28.79168,82.27909,2019,DL 2019 Far West ,UN WFP,30,0.0,1,NA,2,NA,10,9,NA,1,0.0,NA,NA,NA,
Bhanubhakta Basic School,,,JAJARKOT,NP0660,Nalgad-4, Laha,Nalagad Municipality,,,2019,DL 2019 Far West ,UN WFP,30,0.0,1,NA,2,NA,11,12,NA,1,0.0,NA,NA,NA,
Ganesh Basic School,,,JAJARKOT,NP0660,Nalgad-5, Labisha,Nalagad Municipality,28.86821,82.2737,2019,DL 2019 Far West ,UN WFP,15,0.0,1,NA,1,NA,7,6,NA,1,0.0,NA,NA,NA,
Tribhuvan Basic School,,,JAJARKOT,NP0660,Nalgad-7, Dalli,Nalagad Municipality,28.790979,82.301124,2019,DL 2019 Far West ,UN WFP,25,0.0,1,NA,2,NA,12,13,NA,1,0.0,NA,NA,NA,
Lekbashi Basic School,,,JAJARKOT,NP0660,Nalgad-8, Manmai,Nalagad Municipality,,,2019,DL 2019 Far West ,UN WFP,22,0.0,1,NA,2,NA,10,9,NA,1,0.0,NA,NA,NA,
Mahadev Basic School,,,JAJARKOT,NP0660,Nalgad-9, Gharanga,Nalagad Municipality,28.85767,82.40931,2019,DL 2019 Far West ,UN WFP,26,0.0,1,NA,2,NA,10,10,NA,1,0.0,NA,NA,NA,
Deurali Basic School,,,JAJARKOT,NP0660,Kushe-4, Archhani,Kuse Rural Municipality,28.85452,82.12623,2019,DL 2019 Far West ,UN WFP,27,0.0,1,NA,2,NA,8,8,NA,1,0.0,NA,NA,NA,
Himalaya Bhanubhakta Basic School,,,JAJARKOT,NP0660,Kushe-4 Tangachaur,Kuse Rural Municipality,28.83803,82.124041,2019,DL 2019 Far West ,UN WFP,9,0.0,1,NA,1,NA,6,5,NA,1,0.0,NA,NA,NA,
Kalika Basic School,,,JAJARKOT,NP0660,Kushe-5, Jahargaun,Kuse Rural Municipality,28.854774,82.169187,2019,DL 2019 Far West ,UN WFP,16,0.0,1,NA,1,NA,6,5,NA,1,0.0,NA,NA,NA,
Ramchandra Basic School,,,JAJARKOT,NP0660,Kushe-5, Panchkattya,Kuse Rural Municipality,28.78159,82.17859,2019,DL 2019 Far West ,UN WFP,27,0.0,1,NA,2,NA,10,9,NA,1,0.0,NA,NA,NA,
Putali Basic School,,,JAJARKOT,NP0660,Kushe-6, Chharagaun,Kuse Rural Municipality,,,2019,DL 2019 Far West ,UN WFP,31,0.0,1,NA,2,NA,12,11,NA,1,0.0,NA,NA,NA,
Malika Basic School,,,JAJARKOT,NP0660,Kushe-8 Chhera,Kuse Rural Municipality,28.89513,82.17146,2019,DL 2019 Far West ,UN WFP,19,0.0,1,NA,1,NA,7,7,NA,1,0.0,NA,NA,NA,
Durgeshwori Basic School,,,JAJARKOT,NP0660,Marma-5, Baraun,Marma Rural Municipality,29.75048,80.76484,2019,DL 2019 Far West ,UN WFP,16,0.0,1,,1,,7,6,2,1,0.0,1,Local level,2,
Hatinath Basic School,,,JAJARKOT,NP0660,Marma-4, Marmati,Marma Rural Municipality,29.73942,80.75424,2019,DL 2019 Far West ,UN WFP,20,0.0,1,,1,,7,6,2,1,0.0,1,Local level,2,
Yuba barsha Basic School,,,JAJARKOT,NP0660,Marma-3, Sarsi,Marma Rural Municipality,29.72794,80.75969,2019,DL 2019 Far West ,UN WFP,13,0.0,1,,1,,8,7,2,1,0.0,1,Local level,2,
Bisheshwor Basic School,,,JAJARKOT,NP0660,Marma-3, Sallethum,Marma Rural Municipality,29.73168,80.74522,2019,DL 2019 Far West ,UN WFP,15,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Durgeshwori Basic School,,,JAJARKOT,NP0660,Marma-2, Thulthala,Marma Rural Municipality,29.74028,80.80193,2019,DL 2019 Far West ,UN WFP,19,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Dada Bagh Basic School,,,JAJARKOT,NP0660,Marma-1, Padi Ething,Marma Rural Municipality,29.75416,80.84306,2019,DL 2019 Far West ,UN WFP,14,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Himalya Basic School,,,JAJARKOT,NP0660,Tham,Marma Rural Municipality,29.75799,80.7728,2019,DL 2019 Far West ,UN WFP,18,0.0,1,,1,,8,7,2,1,0.0,1,Local level,2,
Dhrubatara Janahit Basic School,,,JAJARKOT,NP0660,Marma-6, Maure,Marma Rural Municipality,29.72859,80.69435,2019,DL 2019 Far West ,UN WFP,15,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Shailya Basic School,,,JAJARKOT,NP0660,Shailyashikhar-6, Ullani,Shailyashikhar Municipality,29.72751,80.50054,2019,DL 2019 Far West ,UN WFP,17,0.0,1,,1,,7,6,2,1,0.0,1,Local level,2,
Balichan Basic School,,,JAJARKOT,NP0660,Malikarjun-5, Maltadi,Malikaarjun Rural Municipality,29.70444,80.41611,2019,DL 2019 Far West ,UN WFP,14,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Sharda Basic School,,,JAJARKOT,NP0660,Malikarjun-8, Damalek,Malikaarjun Rural Municipality,29.74167,80.4075,2019,DL 2019 Far West ,UN WFP,13,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Bhagwati Basic School,,,JAJARKOT,NP0660,Duhu-4, Pokshe,Dunhu Rural Municipality,29.88444,80.59611,2019,DL 2019 Far West ,UN WFP,25,0.0,1,,1,,10,9,2,1,0.0,1,Local level,2,
Durga Bhawani Basic School,,,JAJARKOT,NP0660,Naugad-4, Danda,Naugad Rural Municipality,29.75976,80.6881,2019,DL 2019 Far West ,UN WFP,15,0.0,1,,1,,6,5,2,1,0.0,1,Local level,2,
Durga Bhawani Basic School,,,JAJARKOT,NP0660,Naugad-4 Ghorkatya,Naugad Rural Municipality,29.759916,80.688138,2019,DL 2019 Far West ,UN WFP,17,0.0,1,,1,,7,6,2,1,0.0,1,Local level,2,
Ganesh Basic School,,,JAJARKOT,NP0660,Naugad-3, Jyamire,Naugad Rural Municipality,29.761723,80.662363,2019,DL 2019 Far West ,UN WFP,12,0.0,1,,1,,5,4,2,1,0.0,1,Local level,2,
Bal Mandir Basic School,,,DOLPA,NP0662,Dunai, Thuli Bheri-3,Thuli Bheri Municipality,28.954582,82.893972,7-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Vidya Mandir Secondary School,,,DOLPA,NP0662,Majhfal, Thuli Bheri-3,Thuli Bheri Municipality,28.938537,82.810604,8-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Laxmi Secondary School,,,DOLPA,NP0662,Thar Gau, Thuli Bheri-8,Thuli Bheri Municipality,28.910762,82.811996,8-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Jana Prabha Secondary School,,,DOLPA,NP0662,Liku, Tripura Sundari-2,Tripurasundari Municipality,29.041792,82.75229,10-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Tripurakokt Secondary School,,,DOLPA,NP0662,Maddhu, Tripura Sundari-2,Tripurasundari Municipality,29.022364,82.82693,10-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Tripura Secondary School,,,DOLPA,NP0662,Kathiya Chaur, Tripura Sundari-1,Tripurasundari Municipality,29.021939,82.793461,11-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Aadarsha Secondary School,,,DOLPA,NP0662,Juphal, Thuli Bheri-1,Thuli Bheri Municipality,28.98328,82.82158,13-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Shree Saraswati Secondary School,,,DOLPA,NP0662,Sun, Tripura Sundari-1,Tripurasundari Municipality,29.007355,82.788631,14-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Shree Mukteshwar Secondary School,,,DOLPA,NP0662,Phulching, Tripura Sundari-6,Tripurasundari Municipality,29.011022,82.65377,14-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Shuvakamana Basic School,,,DOLPA,NP0662,Rahagaon,Thuli Bheri Municipality,29.00695917,82.91920277,10-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Tapriza Secondary School,,,DOLPA,NP0662,Saijal,Shey Phoksundo Rural Municipality,29.14206236,82.91003766,11-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Araniko Secondary School,,,DOLPA,NP0662,Lingdo,Kaike Rural Municipality,28.88056372,82.99784514,13-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Crystal Mountain Secondary School,,,DOLPA,NP0662,Dho-Tarap,Dolpo Buddha Rural Municipality,29.14554763,83.17626568,16-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Dharmabhakta Basic School,,,DOLPA,NP0662,Namdo,Shey Phoksundo Rural Municipality,29.39032162,83.09959343,20-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Chharkabhot Basic School,,,DOLPA,NP0662,Chharka,Chharka Tangsong Rural Municipality,29.09170469,83.41223785,22-May-2023,Steam Ahead Dolpa with PLAN,PLAN, SAC Nepal, EU,0,10.0,1,0,1,0,8,4,1,0,2.0,1KVA,1KW,2,4.0
Shree Balbinod Secondary School,,,LALITPUR,NP0325,M8F9+H8C, Nah-Tole, Lalitpur 44700,Lalitpur Metropolitan City,27.67415879,85.31830564,,ICT in Basic Education, Robotics Program, Tablets,KDDI Foundation,,,,,,,,,,,,,,,
Shree Harisiddhi Secondary School,,,LALITPUR,NP0325,J8QR+2QF, Harisiddhi Rd, Lalitpur 44700,Lalitpur Metropolitan City,27.637569,85.341907,,ICT in Basic Education, Robotics Program, Tablets,KDDI Foundation,,,,,,,,,,,,,,,
